ANO_SAEB;CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_2_LP;MEDIA_2_MT;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_9_CH;MEDIA_9_CN;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP2;nivel_1_LP2;nivel_2_LP2;nivel_3_LP2;nivel_4_LP2;nivel_5_LP2;nivel_6_LP2;nivel_7_LP2;nivel_8_LP2;nivel_0_MT2;nivel_1_MT2;nivel_2_MT2;nivel_3_MT2;nivel_4_MT2;nivel_5_MT2;nivel_6_MT2;nivel_7_MT2;nivel_8_MT2;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_CH9;nivel_1_CH9;nivel_2_CH9;nivel_3_CH9;nivel_4_CH9;nivel_5_CH9;nivel_6_CH9;nivel_7_CH9;nivel_8_CH9;nivel_9_CH9;nivel_0_CN9;nivel_1_CN9;nivel_2_CN9;nivel_3_CN9;nivel_4_CN9;nivel_5_CN9;nivel_6_CN9;nivel_7_CN9;nivel_8_CN9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12;nivel_0_LP13;nivel_1_LP13;nivel_2_LP13;nivel_3_LP13;nivel_4_LP13;nivel_5_LP13;nivel_6_LP13;nivel_7_LP13;nivel_8_LP13;nivel_0_MT13;nivel_1_MT13;nivel_2_MT13;nivel_3_MT13;nivel_4_MT13;nivel_5_MT13;nivel_6_MT13;nivel_7_MT13;nivel_8_MT13;nivel_9_MT13;nivel_10_MT13;nivel_0_LP14;nivel_1_LP14;nivel_2_LP14;nivel_3_LP14;nivel_4_LP14;nivel_5_LP14;nivel_6_LP14;nivel_7_LP14;nivel_8_LP14;nivel_0_MT14;nivel_1_MT14;nivel_2_MT14;nivel_3_MT14;nivel_4_MT14;nivel_5_MT14;nivel_6_MT14;nivel_7_MT14;nivel_8_MT14;nivel_9_MT14;nivel_10_MT14
2021;41;Paraná;Total - Federal, Estadual e Municipal;Total;Interior;728,43;742,11;216,75;227,83;259,18;261,27;239,55;247,3;279,58;275,98;298,76;295,41;282,27;278,71;10,69;7,54;7,07;13,2;28,12;15,55;13,3;2,53;1,99;2,55;8,15;9,17;16,52;16,32;20,08;17,94;5,45;3,81;2,15;6,1;11,3;16,77;20,01;18,95;13,86;7,17;3,28;0,41;0,58;2,97;8,53;15,88;20,57;20,56;15,57;9,47;4,34;1,48;0,04;13,13;11,5;15,95;19,11;18,59;13,69;6,38;1,61;0,04;10,71;11,71;16,56;19,86;20,45;13,27;5,36;1,6;0,48;0;21,46;19,16;18,81;17,67;12,66;6,52;3,08;0,41;0,18;0,07;16,52;16,32;21,02;17,91;13,26;9,83;4,28;0,76;0,11;14,92;11,82;16,9;19,77;18,37;12,05;5,13;1,03;0,02;15,19;13,76;18,86;20,98;15,74;9,77;4,01;1,3;0,31;0,07;0;6,9;6,8;13,03;19,65;23,47;19,19;9,18;1,77;0,01;7,39;8,36;15,59;21,05;20,5;15,59;8,07;2,8;0,59;0,07;0;13,79;11,11;16,36;19,75;19,09;13,05;5,7;1,13;0,02;14,1;13,01;18,4;20,99;16,41;10,58;4,58;1,51;0,35;0,07;0
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Total;724,97;739;216,45;227,22;259,85;261,7;240,24;247,89;281,24;277,17;300,24;296,91;284,02;280,06;11,87;8,16;7,83;14,78;25,74;15,1;12,21;2,47;1,84;2,93;8,65;9,65;17,64;17,15;18,9;16,81;4,92;3,34;2,27;6,28;11,26;16,6;19,95;19,07;13,82;7,12;3,23;0,4;0,65;3,06;8,75;15,87;20,65;20,44;15,59;9,31;4,21;1,42;0,04;13,06;11,32;15,55;18,98;18,73;14,01;6,59;1,72;0,04;10,65;11,59;16,42;19,81;20,52;13,42;5,39;1,69;0,52;0;21,31;19,22;18,35;17,67;12,9;6,2;3,48;0,53;0,23;0,12;16,22;16,49;20,74;17,73;13,44;9,67;4,55;0,92;0,23;14,42;11,32;16,47;19,52;18,79;12,78;5,51;1,17;0,02;14,92;13,37;18,61;20,92;15,92;10,03;4,26;1,46;0,42;0,1;0;6,85;6,4;12,46;19,25;23,22;20,15;9,57;2,09;0,01;7,37;8,24;15,56;20,48;20,15;15,36;8,25;3,11;1,27;0,21;0;13,31;10,6;15,88;19,48;19,44;13,86;6,1;1,31;0,02;13,81;12,62;18,16;20,86;16,54;10,81;4,84;1,7;0,54;0,12;0
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Capital;692,53;717,18;210,45;219,29;262,08;263,83;244,71;253,17;289,33;284,04;305,17;305,04;292,35;288,05;22,8;17,52;14,92;20,28;9,03;8,18;4,74;2,53;0;5,24;12,21;16,51;22,3;21,91;10,49;9,62;1,72;0;3,52;8,33;12,32;16,53;19,69;18,52;12,38;6;2,42;0,28;1,19;4,29;11,48;17,37;21,11;19,19;14,43;7,38;2,74;0,8;0,03;13,01;10,76;13,99;18,05;19,52;15,09;7,32;2,2;0,07;10,38;10,95;16,2;19,43;20,26;14,01;5,66;2,31;0,81;0;20,55;19,74;16,13;15,86;13,55;6,01;6,11;1,14;0,46;0,45;14,13;15,8;18,69;18,04;15,73;8,31;6,62;1,64;1,03;11,87;9,15;14,44;18,22;20,67;16,57;7,11;1,93;0,03;13,45;11,05;17,56;20,13;16,69;11,59;5,8;2,38;1,02;0,33;0;6,74;5,3;11,22;17;21,8;23,42;11,13;3,41;0;6,9;7,41;14,2;18,66;18,91;14,68;9,56;4,58;4,29;0,82;0;10,89;8,41;13,83;17,99;20,89;17,88;7,88;2,22;0,03;12,2;10,35;16,92;19,85;17,12;12,18;6,52;2,8;1,64;0,43;0
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Interior;729,61;742,13;217,43;228,5;259,53;261,39;239,58;247,11;280,01;276,13;299,14;295,1;282,67;278,77;10,31;6,82;6,82;13,99;28,13;16,09;13,28;2,46;2,11;2,6;8,14;8,66;16,98;16,47;20,11;17,84;5,38;3,82;2,07;5,95;11,09;16,61;19,99;19,16;14,06;7,3;3,36;0,42;0,56;2,87;8,31;15,63;20,58;20,64;15,78;9,63;4,45;1,52;0,04;13,06;11,4;15,78;19,12;18,61;13,86;6,48;1,65;0,04;10,69;11,68;16,45;19,86;20,55;13,34;5,35;1,6;0,48;0;21,43;19,14;18,68;17,94;12,8;6,23;3,09;0,44;0,19;0,07;16,52;16,59;21,04;17,68;13,11;9,87;4,25;0,81;0,11;14,8;11,66;16,78;19,72;18,5;12,2;5,27;1,06;0,02;15,14;13,73;18,77;21,04;15,8;9,79;4,03;1,31;0,33;0,07;0;6,88;6,65;12,73;19,75;23,53;19,42;9,22;1,8;0,01;7,48;8,43;15,86;20,89;20,42;15,52;7,95;2,79;0,6;0,07;0;13,7;10,96;16,22;19,72;19,2;13,21;5,82;1,16;0,02;14,07;12,99;18,36;21,02;16,44;10,59;4,57;1,52;0,36;0,07;0
2021;41;Paraná;Total - Federal, Estadual e Municipal;Rural;Total;709,57;741,72;206,35;217,47;254,02;259,5;239;250,08;272,22;273,45;293,38;299,95;275,62;277,7;16,8;19,02;11,08;0,68;27,91;7,11;13,62;3,58;0,2;1,73;8,34;17,29;9,28;13,93;19,74;19,51;6,55;3,63;3,37;8,5;14,55;19,22;20,35;15,74;10,77;5,17;2,02;0,3;0,91;4,6;11,86;19,72;20,54;19,33;12,4;7,09;2,66;0,84;0,06;14,09;12,92;18,48;19;18,3;11,19;4,94;1,05;0,03;11,1;12,1;18,2;19,74;18,9;12,31;5,58;1,61;0,47;0;21,95;19,36;20,81;13,57;10,49;10,93;2,9;0;0;0;16,49;12,11;20,71;21,32;15,5;9,24;4,64;0;0;16,87;14,58;18,98;20,63;16,15;9,41;2,84;0,54;0;16,03;14,4;20,52;19,99;14,71;9,41;3,74;1,07;0,07;0,05;0;7,19;9;17,34;18,27;22,59;15,75;8,56;1,3;0;6,13;7,33;11,71;23,39;21,66;16,59;9,79;2,88;0,52;0;0;15,32;13,69;18,71;20,25;17,18;10,42;3,76;0,66;0;14,44;13,26;19,11;20,53;15,83;10,56;4,71;1,36;0,14;0,05;0
2021;41;Paraná;Total - Federal, Estadual e Municipal;Rural;Interior;709,57;741,72;206,35;217,47;254,02;259,5;239;250,08;272,22;273,45;293,38;299,95;275,62;277,7;16,8;19,02;11,08;0,68;27,91;7,11;13,62;3,58;0,2;1,73;8,34;17,29;9,28;13,93;19,74;19,51;6,55;3,63;3,37;8,5;14,55;19,22;20,35;15,74;10,77;5,17;2,02;0,3;0,91;4,6;11,86;19,72;20,54;19,33;12,4;7,09;2,66;0,84;0,06;14,09;12,92;18,48;19;18,3;11,19;4,94;1,05;0,03;11,1;12,1;18,2;19,74;18,9;12,31;5,58;1,61;0,47;0;21,95;19,36;20,81;13,57;10,49;10,93;2,9;0;0;0;16,49;12,11;20,71;21,32;15,5;9,24;4,64;0;0;16,87;14,58;18,98;20,63;16,15;9,41;2,84;0,54;0;16,03;14,4;20,52;19,99;14,71;9,41;3,74;1,07;0,07;0,05;0;7,19;9;17,34;18,27;22,59;15,75;8,56;1,3;0;6,13;7,33;11,71;23,39;21,66;16,59;9,79;2,88;0,52;0;0;15,32;13,69;18,71;20,25;17,18;10,42;3,76;0,66;0;14,44;13,26;19,11;20,53;15,83;10,56;4,71;1,36;0,14;0,05;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Total;725,63;747,1;195,8;205,08;248,26;245,02;236,5;238,18;266,94;260,88;285,94;278,36;270,75;264,38;18,02;2,36;8,16;11,66;20,45;18,96;12,46;4,05;3,88;3,94;6,09;10,03;12,82;18,13;17,42;13,68;13,6;4,29;8,29;14,26;14,69;16,28;16,08;14,41;9,51;4,39;1,88;0,21;2,51;9,49;16,92;19,47;18,64;15,2;9,78;5,7;1,58;0,66;0,05;18,31;14,73;17,73;17,85;15,36;10,18;4,58;1,23;0,03;19,28;15,79;18,74;18,24;15,09;8,3;2,9;1,17;0,49;0;24,41;19,76;18,53;15,8;11,61;5,96;2,59;1,09;0,18;0,06;25,03;16,72;17,8;16,28;12,54;6,97;3,3;1,03;0,33;23,28;14,54;17,64;16,91;13,46;9,36;3,98;0,8;0,03;26,82;16,42;17,58;16,81;11,06;6,43;2,91;1,05;0,58;0,34;0;13,72;10,51;14,57;17,93;18,24;16,87;6,84;1,25;0,07;16,09;13,1;17,83;19,06;15,81;10,48;4,72;1,69;1,18;0,04;0;21,36;13,73;17,02;17,11;14,42;10,87;4,56;0,89;0,04;24,67;15,76;17,63;17,26;12,01;7,24;3,27;1,18;0,7;0,28;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Capital;738,71;745,37;209,34;218,5;260,14;253,78;249,07;248,74;283,45;278,09;286,31;274,5;284,11;277,26;10,99;6,07;9,39;8,03;19,27;17,13;13,55;10,05;5,54;4,48;5,58;9,74;13,12;18,48;22,82;11,52;10,95;3,31;6,09;10,31;11,57;15,08;15,01;18,45;12,8;6,41;3,77;0,5;1,87;6,79;12,96;16,71;18,02;15,12;14,36;9,93;2,51;1,54;0,19;12,74;11,09;16,54;18,68;18,76;13,31;6,93;1,95;0;14,67;14,53;17,64;19,01;17,65;9,54;4,19;1,94;0,84;0;16,96;18,67;16,43;16,81;17,32;6,44;4,88;1,91;0,57;0;18,78;14,1;17,33;18,89;14,96;7,95;5,47;1,39;1,12;15,43;11,56;14,13;17,35;17,95;14,28;7,64;1,54;0,12;18,25;13,12;16;17,87;15,59;9,72;5,07;2,03;1,24;1,11;0;14,59;10,78;11,31;18,83;17,26;21,26;4,79;1,17;0;16,37;15,09;21,11;16,14;15,04;11,08;3,62;1,28;0,26;0;0;15,23;11,38;13,48;17,69;17,79;15,89;6,98;1,46;0,09;17,82;13,58;17,18;17,47;15,46;10,04;4,74;1,85;1,01;0,85;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Interior;722,13;747,56;192,58;201,88;245,6;243,06;233,69;235,81;263,19;256,98;285,84;279,46;267,56;261,32;19,9;1,37;7,83;12,63;20,77;19,45;12,17;2,45;3,43;3,8;6,23;10,11;12,73;18,04;15,98;14,26;14,31;4,55;8,82;15,2;15,43;16,56;16,33;13,45;8,73;3,91;1,43;0,14;2,66;10,13;17,87;20,13;18,79;15,21;8,69;4,69;1,36;0,46;0,01;19,56;15,54;17,99;17,66;14,6;9,48;4,06;1,07;0,04;20,32;16,07;18,98;18,07;14,52;8,02;2,61;1;0,41;0;26,08;20;19;15,57;10,33;5,85;2,08;0,91;0,1;0,07;26,43;17,31;17,91;15,7;11,99;6,75;2,82;0,95;0,15;25,06;15,22;18,44;16,81;12,44;8,25;3,16;0,63;0,01;28,76;17,17;17,93;16,57;10,04;5,69;2,42;0,83;0,43;0,16;0;13,48;10,43;15,5;17,67;18,51;15,62;7,43;1,27;0,09;16,01;12,54;16,89;19,89;16,03;10,3;5,04;1,81;1,44;0,05;0;22,82;14,29;17,87;16,97;13,61;9,67;3,98;0,75;0,02;26,3;16,28;17,73;17,21;11,19;6,58;2,93;1,02;0,62;0,14;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;728,71;750,88;198,57;207,49;249,88;246,43;238,26;239,62;267,64;261,63;285,96;278,41;271,28;264,97;16,42;2,42;7,93;11,37;20,17;19,51;13,86;3,98;4,35;3,09;4,99;9,79;12,87;17,5;17,94;14,24;14,78;4,81;7,53;13,22;14,11;16,22;16,6;15,22;10,14;4,7;2,03;0,23;2,26;8,6;15,99;19,24;19,09;15,83;10,42;6,11;1,69;0,72;0,05;17,43;14,37;17,45;18,14;15,8;10,63;4,84;1,31;0,03;18,53;15,54;18,55;18,31;15,61;8,6;3,06;1,26;0,54;0;23,09;19,7;18,36;16,1;12,19;6,18;2,88;1,21;0,21;0,07;24,05;16,39;17,73;16,62;13,21;7,05;3,49;1,1;0,37;22,9;14,46;17,5;16,93;13,68;9,6;4,08;0,82;0,03;26,41;16,25;17,51;16,98;11,24;6,58;3;1,08;0,6;0,35;0;13,8;10,43;14,65;17,65;18,3;17;6,83;1,27;0,08;16,2;13,08;18,04;18,66;15,86;10,38;4,79;1,72;1,24;0,04;0;21,09;13,66;16,93;17,07;14,6;11,07;4,62;0,91;0,04;24,38;15,62;17,62;17,31;12,16;7,33;3,36;1,21;0,73;0,29;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;738,71;745,37;209,34;218,5;260,14;253,78;249,07;248,74;283,45;278,09;286,31;274,5;284,11;277,26;10,99;6,07;9,39;8,03;19,27;17,13;13,55;10,05;5,54;4,48;5,58;9,74;13,12;18,48;22,82;11,52;10,95;3,31;6,09;10,31;11,57;15,08;15,01;18,45;12,8;6,41;3,77;0,5;1,87;6,79;12,96;16,71;18,02;15,12;14,36;9,93;2,51;1,54;0,19;12,74;11,09;16,54;18,68;18,76;13,31;6,93;1,95;0;14,67;14,53;17,64;19,01;17,65;9,54;4,19;1,94;0,84;0;16,96;18,67;16,43;16,81;17,32;6,44;4,88;1,91;0,57;0;18,78;14,1;17,33;18,89;14,96;7,95;5,47;1,39;1,12;15,43;11,56;14,13;17,35;17,95;14,28;7,64;1,54;0,12;18,25;13,12;16;17,87;15,59;9,72;5,07;2,03;1,24;1,11;0;14,59;10,78;11,31;18,83;17,26;21,26;4,79;1,17;0;16,37;15,09;21,11;16,14;15,04;11,08;3,62;1,28;0,26;0;0;15,23;11,38;13,48;17,69;17,79;15,89;6,98;1,46;0,09;17,82;13,58;17,18;17,47;15,46;10,04;4,74;1,85;1,01;0,85;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;725,61;752,59;195,49;204,33;247,26;244,56;235,5;237,29;263,88;257,72;285,86;279,59;268,07;261,89;18,1;1,28;7,48;12,41;20,44;20,26;13,95;2,1;3,98;2,65;4,81;9,8;12,79;17,2;16,42;15,08;15,97;5,27;7,94;14,05;14,84;16,55;17,06;14,29;9,37;4,2;1,53;0,16;2,37;9,12;16,86;19,97;19,39;16,04;9,29;5,02;1,46;0,48;0,01;18,63;15,21;17,68;18;15,05;9,95;4,31;1,14;0,04;19,51;15,8;18,78;18,13;15,09;8,36;2,77;1,09;0,46;0;24,66;19,96;18,85;15,92;10,88;6,12;2,37;1,04;0,11;0,08;25,39;16,97;17,83;16,05;12,76;6,82;2,98;1,02;0,17;24,68;15,15;18,3;16,83;12,67;8,49;3,23;0,64;0,01;28,35;17;17,87;16,77;10,2;5,83;2,51;0,85;0,45;0,17;0;13,56;10,32;15,66;17,29;18,62;15,7;7,45;1,3;0,1;16,15;12,47;17,11;19,42;16,11;10,16;5,14;1,85;1,53;0,05;0;22,55;14,23;17,8;16,91;13,8;9,87;4,04;0,77;0,03;26,02;16,13;17,73;17,27;11,33;6,66;3,01;1,04;0,66;0,15;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;Total;700,25;716;178,33;189,88;233,77;232,37;220,77;225,23;248,5;241,08;285,58;277,37;257,31;249,7;31,19;1,95;9,99;14,04;22,82;14,36;0,97;4,64;0,03;10,98;15,12;12;12,39;23,32;13,18;9,1;3,9;0;13,1;20,84;18,31;16,64;12,77;9,3;5,56;2,49;0,93;0,06;4,08;15,07;22,82;20,94;15,85;11,18;5,76;3,09;0,87;0,33;0;26,2;17,93;20,21;15,26;11,39;6,18;2,28;0,52;0,04;26,02;17,97;20,45;17,62;10,45;5,56;1,47;0,37;0,08;0;36,23;20,26;20,1;13,07;6,38;3,96;0;0;0;0;33,8;19,69;18,46;13,22;6,5;6,31;1,61;0,41;0;33,22;16,63;21,36;16,34;7,56;3,03;1,51;0,35;0;37,56;20,95;19,32;12,32;6,46;2,6;0,58;0,21;0;0;0;12,18;12,09;12,77;23,92;16,81;14,25;7,09;0,89;0;13,74;13,67;13,26;27,56;14,65;12,59;3,29;1,23;0;0;0;28,22;15,55;19,32;18,14;9,76;5,7;2,84;0,47;0;31,9;19,22;17,88;15,94;8,41;4,97;1,23;0,45;0;0;0
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;700,25;716;178,33;189,88;233,77;232,37;220,77;225,23;248,5;241,08;285,58;277,37;257,31;249,7;31,19;1,95;9,99;14,04;22,82;14,36;0,97;4,64;0,03;10,98;15,12;12;12,39;23,32;13,18;9,1;3,9;0;13,1;20,84;18,31;16,64;12,77;9,3;5,56;2,49;0,93;0,06;4,08;15,07;22,82;20,94;15,85;11,18;5,76;3,09;0,87;0,33;0;26,2;17,93;20,21;15,26;11,39;6,18;2,28;0,52;0,04;26,02;17,97;20,45;17,62;10,45;5,56;1,47;0,37;0,08;0;36,23;20,26;20,1;13,07;6,38;3,96;0;0;0;0;33,8;19,69;18,46;13,22;6,5;6,31;1,61;0,41;0;33,22;16,63;21,36;16,34;7,56;3,03;1,51;0,35;0;37,56;20,95;19,32;12,32;6,46;2,6;0,58;0,21;0;0;0;12,18;12,09;12,77;23,92;16,81;14,25;7,09;0,89;0;13,74;13,67;13,26;27,56;14,65;12,59;3,29;1,23;0;0;0;28,22;15,55;19,32;18,14;9,76;5,7;2,84;0,47;0;31,9;19,22;17,88;15,94;8,41;4,97;1,23;0,45;0;0;0
2021;25;Paraíba;Federal;Total;Total;739,56;793,92;217,5;222,03;;;;;;;305,23;305,47;305,23;305,47;14,4;7,2;11,77;4,57;4,57;11,77;27,43;9,14;9,14;0;4,92;0;0;0;24;19,69;26,77;24,62;0;6,91;13,82;20,31;21,16;10,15;6,91;20,73;0;0;0;0;24,83;16,64;10,15;13,82;23,98;3,24;7,34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,64;4,67;9,9;15,26;20,78;24,38;13,65;2,57;0,14;7,02;8,34;12,03;15,77;20;18,59;10,04;4,51;3,61;0,09;0;8,64;4,67;9,9;15,26;20,78;24,38;13,65;2,57;0,14;7,02;8,34;12,03;15,77;20;18,59;10,04;4,51;3,61;0,09;0
2021;25;Paraíba;Federal;Total;Capital;739,56;793,92;217,5;222,03;;;;;;;285,7;285,73;285,7;285,73;14,4;7,2;11,77;4,57;4,57;11,77;27,43;9,14;9,14;0;4,92;0;0;0;24;19,69;26,77;24,62;0;6,91;13,82;20,31;21,16;10,15;6,91;20,73;0;0;0;0;24,83;16,64;10,15;13,82;23,98;3,24;7,34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,36;2,73;3,24;17,48;16,89;19,29;11,96;2,04;0;18,95;13,68;12,95;7,31;16,57;18,61;7,31;3,68;0,93;0;0;26,36;2,73;3,24;17,48;16,89;19,29;11,96;2,04;0;18,95;13,68;12,95;7,31;16,57;18,61;7,31;3,68;0,93;0;0
2021;25;Paraíba;Federal;Total;Interior;;;;;;;;;;;310,27;310,56;310,27;310,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,07;5,17;11,62;14,69;21,79;25,69;14,09;2,71;0,18;3,94;6,97;11,79;17,95;20,88;18,59;10,74;4,72;4,31;0,11;0;4,07;5,17;11,62;14,69;21,79;25,69;14,09;2,71;0,18;3,94;6,97;11,79;17,95;20,88;18,59;10,74;4,72;4,31;0,11;0
2021;25;Paraíba;Federal;Urbana;Total;739,56;793,92;217,5;222,03;;;;;;;305,23;305,47;305,23;305,47;14,4;7,2;11,77;4,57;4,57;11,77;27,43;9,14;9,14;0;4,92;0;0;0;24;19,69;26,77;24,62;0;6,91;13,82;20,31;21,16;10,15;6,91;20,73;0;0;0;0;24,83;16,64;10,15;13,82;23,98;3,24;7,34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,64;4,67;9,9;15,26;20,78;24,38;13,65;2,57;0,14;7,02;8,34;12,03;15,77;20;18,59;10,04;4,51;3,61;0,09;0;8,64;4,67;9,9;15,26;20,78;24,38;13,65;2,57;0,14;7,02;8,34;12,03;15,77;20;18,59;10,04;4,51;3,61;0,09;0
2021;25;Paraíba;Federal;Urbana;Capital;739,56;793,92;217,5;222,03;;;;;;;285,7;285,73;285,7;285,73;14,4;7,2;11,77;4,57;4,57;11,77;27,43;9,14;9,14;0;4,92;0;0;0;24;19,69;26,77;24,62;0;6,91;13,82;20,31;21,16;10,15;6,91;20,73;0;0;0;0;24,83;16,64;10,15;13,82;23,98;3,24;7,34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,36;2,73;3,24;17,48;16,89;19,29;11,96;2,04;0;18,95;13,68;12,95;7,31;16,57;18,61;7,31;3,68;0,93;0;0;26,36;2,73;3,24;17,48;16,89;19,29;11,96;2,04;0;18,95;13,68;12,95;7,31;16,57;18,61;7,31;3,68;0,93;0;0
2021;25;Paraíba;Federal;Urbana;Interior;;;;;;;;;;;310,27;310,56;310,27;310,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,07;5,17;11,62;14,69;21,79;25,69;14,09;2,71;0,18;3,94;6,97;11,79;17,95;20,88;18,59;10,74;4,72;4,31;0,11;0;4,07;5,17;11,62;14,69;21,79;25,69;14,09;2,71;0,18;3,94;6,97;11,79;17,95;20,88;18,59;10,74;4,72;4,31;0,11;0
2021;25;Paraíba;Estadual;Total;Total;699,93;734,28;187,19;194,99;243,07;237,87;231,17;233,35;260;252,27;277,45;266,42;263,01;254,71;31,58;10,7;9,47;8,04;10,82;11,43;16,48;1,07;0,42;3,46;11,66;16,77;13,49;16,91;14,52;12,45;5,95;4,8;9,91;15,14;18,69;17,35;15,82;11,87;7,3;2,65;1,21;0,05;2,82;11,47;20,22;22,42;20,1;12,86;6,3;2,6;0,98;0,23;0;19,69;15,69;19,59;18,74;14,53;8,04;3,01;0,71;0,01;21,48;17,84;20,32;18,62;13,77;5,9;1,62;0,34;0,12;0;24,99;22,58;20,87;14,74;10,25;4,3;1,55;0,57;0,16;0;26,97;19,41;17,21;14,85;13,12;5,45;2,1;0,6;0,3;26,2;16,02;19,04;17,05;12,04;6,91;2,41;0,3;0,02;30,33;18,13;18,73;16,73;9,7;4,43;1,53;0,32;0,09;0,01;0;15,97;13,08;16,62;19,11;17,11;13,57;3,84;0,67;0,04;20,09;15,2;20,38;20,51;13,96;6,9;2,38;0,45;0,11;0,02;0;24,44;15,52;18,63;17,41;12,91;8,06;2,66;0,36;0,02;28,57;17,63;19,02;17,38;10,43;4,85;1,67;0,34;0,09;0,01;0
2021;25;Paraíba;Estadual;Total;Capital;724,3;752,35;192,76;200,78;252,86;244,9;239,28;234,34;269,88;261,34;286,55;270,09;274,13;263,57;21,73;2,27;15,06;10,09;6,82;10,65;31,11;1,7;0,57;6,14;7,43;6,29;7,43;20,71;25,14;8,43;6,71;11,71;7,93;13,18;16,9;18,26;17,23;13,58;8,98;2,61;1,23;0,09;1,81;8,04;18,86;23,3;22,18;14,47;7,05;2,64;1,09;0,54;0;14,65;12,53;19,13;20,39;17;11,09;4,41;0,79;0;17,26;16,63;19,36;20,05;16,85;7,11;2,24;0,5;0;0;19,37;21,28;20,38;16,23;17,09;2,51;2,09;0;1,05;0;24,87;15,94;19,57;21,55;12,36;4,57;0;1,14;0;20,7;13,79;16,28;19,55;16,35;9,57;3,17;0,54;0,05;23,95;16,26;18,74;18,47;14,08;6,33;1,8;0,27;0,1;0;0;9,96;13,95;14,49;19,36;17,41;22,04;1,97;0,83;0;15,36;15,64;24,32;19,62;14,44;8,11;2,17;0,34;0;0;0;17,96;13,83;15,82;19,5;16,62;12,74;2,87;0,61;0,04;21,76;16,1;20,16;18,76;14,17;6,79;1,89;0,29;0,08;0;0
