CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
14;Roraima;Estadual;Urbana;Interior;;;225,84;226,2;250,39;250,61;;;250,39;250,61;;;;;;;;;;;;;;;;;;;;;;32,12;19,22;19,16;14,2;9,39;4,09;1,55;0,26;0;25,74;24,71;22;15,15;7,84;3,74;0,59;0,17;0,06;0;30,23;21,63;20,66;12,79;7,98;4,86;1,27;0,58;0;30,22;20,32;22,38;17,24;6,93;2,26;0,66;0;0;0;0;;;;;;;;;;;;;;;;;;;;;30,23;21,63;20,66;12,79;7,98;4,86;1,27;0,58;0;30,22;20,32;22,38;17,24;6,93;2,26;0,66;0;0;0;0
14;Roraima;Estadual;Urbana;Total;;;237,85;237,14;257,07;255,63;;;257,07;255,63;;;;;;;;;;;;;;;;;;;;;;26,85;16,07;16,4;15,92;12,06;7,93;3,6;1,12;0,05;21,65;20,49;20,1;16,78;10,98;5,93;2,63;1,06;0,28;0,09;28,58;16,24;17,8;16,06;11,47;6,62;2,5;0,69;0,05;26,9;22,01;20,63;15,46;8,19;4,05;1,47;0,77;0,47;0,07;0;;;;;;;;;;;;;;;;;;;;;28,58;16,24;17,8;16,06;11,47;6,62;2,5;0,69;0,05;26,9;22,01;20,63;15,46;8,19;4,05;1,47;0,77;0,47;0,07;0
14;Roraima;Federal;Rural;Capital;;;;;;;280,54;285,46;280,54;285,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,67;5,48;16,44;23,67;26,33;9,44;1,98;0;0;11,19;12,94;13,16;19,72;24,12;15,14;1,75;1,98;0;0;0;16,67;5,48;16,44;23,67;26,33;9,44;1,98;0;0;11,19;12,94;13,16;19,72;24,12;15,14;1,75;1,98;0;0;0
14;Roraima;Federal;Rural;Interior;;;;;;;290,04;275,39;290,04;275,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,66;13,36;20,8;24,87;19,31;9,73;9,26;0;0;4,43;17,53;29,65;28,84;7,54;8,74;3,28;0;0;0;0;2,66;13,36;20,8;24,87;19,31;9,73;9,26;0;0;4,43;17,53;29,65;28,84;7,54;8,74;3,28;0;0;0;0
14;Roraima;Federal;Rural;Total;;;;;;;287,1;278,5;287,1;278,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,99;10,93;19,46;24,5;21,48;9,64;7,01;0;0;6,52;16,11;24,56;26,02;12,66;10,72;2,81;0,61;0;0;0;6,99;10,93;19,46;24,5;21,48;9,64;7,01;0;0;6,52;16,11;24,56;26,02;12,66;10,72;2,81;0,61;0;0;0
14;Roraima;Federal;Total;Capital;231;222,99;264,83;266,84;307,48;286,72;297,67;289,56;298,93;289,2;4,55;0;13,64;4,55;13,64;22,73;31,82;4,55;4,55;0;0;4,55;13,64;18,18;22,73;18,18;9,09;4,55;4,55;4,55;0;19,29;6,43;10,6;12,59;14,95;25,45;6,43;4,26;0;8,51;10,69;14,86;29,53;8,61;10,69;15,04;0;2,08;0;10,19;7,55;7,55;7,47;22,41;17,32;22,58;4,92;0;12,48;15,11;12,56;22,5;12,48;9,93;7,39;2,46;5,09;0;0;7,83;8,09;10,27;17,71;28,59;17,21;8,18;1,78;0,34;12,84;12,3;16,98;14,66;15,7;12,77;9,75;2,44;2,21;0,34;0;8,13;8,02;9,92;16,4;27,79;17,22;10,03;2,18;0,3;12,79;12,66;16,41;15,66;15,29;12,41;9,45;2,45;2,58;0,3;0
14;Roraima;Federal;Total;Interior;;;;;;;277,41;267,17;277,41;267,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,19;16,56;20,97;22,22;16,26;6,8;7;0;0;12,48;19,78;25,69;25,69;7,42;6,11;2,82;0;0;0;0;10,19;16,56;20,97;22,22;16,26;6,8;7;0;0;12,48;19,78;25,69;25,69;7,42;6,11;2,82;0;0;0;0
14;Roraima;Federal;Total;Total;231;222,99;264,83;266,84;307,48;286,72;290,24;281,35;291,71;281,81;4,55;0;13,64;4,55;13,64;22,73;31,82;4,55;4,55;0;0;4,55;13,64;18,18;22,73;18,18;9,09;4,55;4,55;4,55;0;19,29;6,43;10,6;12,59;14,95;25,45;6,43;4,26;0;8,51;10,69;14,86;29,53;8,61;10,69;15,04;0;2,08;0;10,19;7,55;7,55;7,47;22,41;17,32;22,58;4,92;0;12,48;15,11;12,56;22,5;12,48;9,93;7,39;2,46;5,09;0;0;8,7;11,2;14,19;19,37;24,06;13,39;7,75;1,13;0,22;12,71;15,05;20,18;18,71;12,66;10,33;7,21;1,55;1,4;0,22;0;8,82;10,89;13,63;18,35;23,92;13,72;9,01;1,45;0,2;12,69;15,05;19,53;19,03;12,65;10,29;7,22;1,63;1,71;0,2;0
14;Roraima;Federal;Urbana;Capital;231;222,99;264,83;266,84;307,48;286,72;301,46;290,47;302,38;289,9;4,55;0;13,64;4,55;13,64;22,73;31,82;4,55;4,55;0;0;4,55;13,64;18,18;22,73;18,18;9,09;4,55;4,55;4,55;0;19,29;6,43;10,6;12,59;14,95;25,45;6,43;4,26;0;8,51;10,69;14,86;29,53;8,61;10,69;15,04;0;2,08;0;10,19;7,55;7,55;7,47;22,41;17,32;22,58;4,92;0;12,48;15,11;12,56;22,5;12,48;9,93;7,39;2,46;5,09;0;0;5,88;8,67;8,9;16,4;29,09;18,92;9,55;2,17;0,42;13,21;12,16;17,82;13,54;13,84;12,25;11,52;2,55;2,7;0,42;0;6,54;8,5;8,7;15,04;28,07;18,68;11,53;2,59;0,36;13,1;12,61;17,02;14,9;13,63;11,9;10,89;2,53;3,06;0,36;0
14;Roraima;Federal;Urbana;Interior;;;;;;;248,16;248,14;248,16;248,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,63;23,98;21,35;16,08;9,21;0;1,75;0;0;31,14;25;16,52;18,42;7,16;0;1,75;0;0;0;0;27,63;23,98;21,35;16,08;9,21;0;1,75;0;0;31,14;25;16,52;18,42;7,16;0;1,75;0;0;0;0
14;Roraima;Federal;Urbana;Total;231;222,99;264,83;266,84;307,48;286,72;292,08;283,02;294,07;283,5;4,55;0;13,64;4,55;13,64;22,73;31,82;4,55;4,55;0;0;4,55;13,64;18,18;22,73;18,18;9,09;4,55;4,55;4,55;0;19,29;6,43;10,6;12,59;14,95;25,45;6,43;4,26;0;8,51;10,69;14,86;29,53;8,61;10,69;15,04;0;2,08;0;10,19;7,55;7,55;7,47;22,41;17,32;22,58;4,92;0;12,48;15,11;12,56;22,5;12,48;9,93;7,39;2,46;5,09;0;0;9,71;11,36;11,09;16,34;25,59;15,59;8,18;1,79;0,35;16,36;14,42;17,59;14,4;12,66;10,1;9,8;2,1;2,22;0,35;0;9,77;10,87;10,64;15,2;25,18;15,82;10,04;2,2;0,3;15,86;14,51;16,95;15,44;12,64;10,08;9,49;2,15;2,59;0,3;0
14;Roraima;Municipal;Rural;Capital;193,89;205,27;;;;;;;;;4,45;13,6;15,58;24,84;17,67;13,33;5,99;4,21;0,34;0;2,31;9,29;17,21;20,43;18,9;16,94;5,18;5,19;2,8;1,75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Rural;Interior;165,05;175,41;202,67;205,84;;;;;;;13,59;25,7;27,35;16,07;8,79;5,54;2,15;0,41;0,28;0,13;7,8;19,29;28,59;20,69;11,3;7,13;3,71;1,28;0,11;0,11;0;53,69;20,93;16,09;3,63;5,66;0;0;0;0;41,82;31,87;17,46;4,89;3,96;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Rural;Total;172;182,61;202,67;205,84;;;;;;;11,39;22,78;24,51;18,18;10,93;7,42;3,07;1,32;0,29;0,1;6,48;16,88;25,84;20,63;13,13;9,5;4,06;2,22;0,76;0,5;0;53,69;20,93;16,09;3,63;5,66;0;0;0;0;41,82;31,87;17,46;4,89;3,96;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Total;Capital;204,8;218,51;;;;;;;;;4,25;10,05;14,7;17,57;19,37;15,45;10,73;5,2;1,98;0,72;1,63;6,66;12,24;17,92;18,09;16,78;12,27;8,23;4,01;1,7;0,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Total;Interior;174,68;185,09;212,76;211,99;;;;;;;10,8;20,87;23,5;18,44;13,32;8,09;3,16;1,38;0,4;0,04;6,12;14,55;23,09;22,85;16,15;9,36;5,34;1,95;0,52;0,07;0;41,23;20,8;21,59;9,78;6,14;0;0,46;0;0;36,14;27,52;20,71;8,51;5,24;1,38;0,49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Total;Total;194,75;207,35;212,76;211,99;;;;;;;6,44;13,66;17,64;17,86;17,35;12,99;8,2;3,92;1,45;0,49;3,13;9,3;15,86;19,56;17,44;14,31;9,95;6,13;2,85;1,15;0,31;41,23;20,8;21,59;9,78;6,14;0;0,46;0;0;36,14;27,52;20,71;8,51;5,24;1,38;0,49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Urbana;Capital;205,3;219,11;;;;;;;;;4,24;9,89;14,66;17,23;19,44;15,54;10,95;5,24;2,05;0,75;1,59;6,54;12,02;17,8;18,05;16,78;12,59;8,37;4,07;1,69;0,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Urbana;Interior;178,33;188,75;222,08;217,68;;;;;;;9,75;19,04;22,05;19,34;15,03;9,05;3,55;1,75;0,44;0;5,49;12,75;21,01;23,66;17,99;10,21;5,96;2,21;0,67;0,05;0;29,7;20,67;26,69;15,48;6,57;0;0,89;0;0;30,88;23,49;23,72;11,86;6,43;2,66;0,95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Urbana;Total;197,87;210,75;222,08;217,68;;;;;;;5,76;12,41;16,69;17,81;18,23;13,75;8,91;4,28;1,61;0,54;2,67;8,25;14,49;19,42;18,03;14,97;10,76;6,67;3,13;1,24;0,36;29,7;20,67;26,69;15,48;6,57;0;0,89;0;0;30,88;23,49;23,72;11,86;6,43;2,66;0,95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Total - Estadual e Municipal;Rural;Capital;193,89;205,27;218,04;212,87;227,74;234,33;;;227,74;234,33;4,45;13,6;15,58;24,84;17,67;13,33;5,99;4,21;0,34;0;2,31;9,29;17,21;20,43;18,9;16,94;5,18;5,19;2,8;1,75;0;34,62;23,09;20,78;13,36;6,13;1,03;0,99;0;0;33,15;37,28;15,22;7,19;5,14;1,03;0;0,99;0;0;51,11;21,9;11,17;10,65;5,16;0;0;0;0;41,23;27,3;16,81;10,65;4,01;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;51,11;21,9;11,17;10,65;5,16;0;0;0;0;41,23;27,3;16,81;10,65;4,01;0;0;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Rural;Interior;158,49;168,5;205,78;206,78;227,87;232,29;;;227,87;232,29;17,25;29,43;26,82;13,4;7,73;3,67;1,25;0,22;0,15;0,07;10,17;23,78;27,52;21,19;9,48;4,49;2,41;0,84;0,06;0,06;0;49,12;22,9;15,17;7,85;3,58;1,03;0,22;0,12;0;42,88;26,95;16,32;9,97;2,38;1,29;0,21;0;0;0;50,26;21,98;14,23;8,72;3,53;0,63;0,65;0;0;43,33;26,99;21,15;6,09;1,6;0,68;0,16;0;0;0;0;;;;;;;;;;;;;;;;;;;;;50,26;21,98;14,23;8,72;3,53;0,63;0,65;0;0;43,33;26,99;21,15;6,09;1,6;0,68;0,16;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Rural;Total;163,69;173,9;206,4;207,09;227,86;232,49;;;227,86;232,49;15,37;27,11;25,17;15,08;9,19;5,09;1,95;0,81;0,18;0,06;9,01;21,65;26;21,08;10,86;6,32;2,82;1,48;0,46;0,31;0;48,39;22,91;15,46;8,13;3,71;1,03;0,26;0,11;0;42,39;27,47;16,27;9,83;2,52;1,28;0,2;0,05;0;0;50,35;21,97;13,93;8,91;3,69;0,57;0,59;0;0;43,13;27,02;20,72;6,54;1,84;0,61;0,14;0;0;0;0;;;;;;;;;;;;;;;;;;;;;50,35;21,97;13,93;8,91;3,69;0,57;0,59;0;0;43,13;27,02;20,72;6,54;1,84;0,61;0,14;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Total;Capital;204,8;218,51;241,07;239,94;257,88;256,25;;;257,88;256,25;4,25;10,05;14,7;17,57;19,37;15,45;10,73;5,2;1,98;0,72;1,63;6,66;12,24;17,92;18,09;16,78;12,27;8,23;4,01;1,7;0,47;25,42;15,26;15,66;16,39;12,74;8,95;4,16;1,35;0,06;20,64;19,55;19,44;17,08;11,81;6,5;3,19;1,33;0,34;0,12;28,74;15,16;17;16,66;12,11;6,86;2,71;0,7;0,06;26,49;22,52;20,14;14,94;8,37;4,35;1,61;0,92;0,57;0,08;0;;;;;;;;;;;;;;;;;;;;;28,74;15,16;17;16,66;12,11;6,86;2,71;0,7;0,06;26,49;22,52;20,14;14,94;8,37;4,35;1,61;0,92;0,57;0,08;0
14;Roraima;Total - Estadual e Municipal;Total;Interior;170,17;180,42;215,07;215,6;239,34;241,62;;;239,34;241,62;12,83;23,31;24,01;16,9;12,03;6,84;2,61;1,12;0,32;0,03;7,41;17,28;23,69;22,65;14,49;7,86;4,5;1,65;0,42;0,06;0;41,04;21,23;17,32;10,88;6,21;2,32;0,82;0,18;0;35,02;25,85;19,06;12,28;4,89;2,4;0,4;0,07;0,03;0;40,06;21,8;17,51;10,79;5,8;2,79;0,97;0,29;0;36,65;23,59;21,78;11,77;4,32;1,48;0,41;0;0;0;0;;;;;;;;;;;;;;;;;;;;;40,06;21,8;17,51;10,79;5,8;2,79;0,97;0,29;0;36,65;23,59;21,78;11,77;4,32;1,48;0,41;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Total;Total;191,58;203,97;230,43;229,98;252,2;251,77;;;252,2;251,77;7,53;15,12;18,25;17,31;16,56;12,16;7,63;3,64;1,34;0,46;3,83;10,72;16,61;19,72;16,72;13,38;9,3;5,72;2,64;1,07;0,29;31,81;17,7;16,34;14,14;10,07;6,24;2,8;0,87;0,03;26,52;22,13;19,28;15,12;8,98;4,82;2,05;0,81;0,21;0,07;32,21;17,2;17,16;14,86;10,17;5,61;2,18;0,58;0,04;29,6;22,85;20,64;13,97;7,13;3,47;1,25;0,64;0,39;0,06;0;;;;;;;;;;;;;;;;;;;;;32,21;17,2;17,16;14,86;10,17;5,61;2,18;0,58;0,04;29,6;22,85;20,64;13,97;7,13;3,47;1,25;0,64;0,39;0,06;0
14;Roraima;Total - Estadual e Municipal;Urbana;Capital;205,3;219,11;241,53;240,48;258,62;256,78;;;258,62;256,78;4,24;9,89;14,66;17,23;19,44;15,54;10,95;5,24;2,05;0,75;1,59;6,54;12,02;17,8;18,05;16,78;12,59;8,37;4,07;1,69;0,49;25,24;15,11;15,56;16,45;12,87;9,11;4,23;1,38;0,06;20,39;19,19;19,52;17,27;11,94;6,61;3,26;1,34;0,35;0,12;28,19;15;17,14;16,81;12,28;7,02;2,78;0,72;0,06;26,13;22,4;20,22;15,05;8,48;4,46;1,65;0,94;0,58;0,08;0;;;;;;;;;;;;;;;;;;;;;28,19;15;17,14;16,81;12,28;7,02;2,78;0,72;0,06;26,13;22,4;20,22;15,05;8,48;4,46;1,65;0,94;0,58;0,08;0
14;Roraima;Total - Estadual e Municipal;Urbana;Interior;178,33;188,75;225,55;225,53;250,39;250,61;;;250,39;250,61;9,75;19,04;22,05;19,34;15,03;9,05;3,55;1,75;0,44;0;5,49;12,75;21,01;23,66;17,99;10,21;5,96;2,21;0,67;0,05;0;31,94;19,34;19,75;14,3;9,17;3,77;1,5;0,24;0;26,15;24,62;22,14;14,89;7,73;3,65;0,62;0,15;0,06;0;30,23;21,63;20,66;12,79;7,98;4,86;1,27;0,58;0;30,22;20,32;22,38;17,24;6,93;2,26;0,66;0;0;0;0;;;;;;;;;;;;;;;;;;;;;30,23;21,63;20,66;12,79;7,98;4,86;1,27;0,58;0;30,22;20,32;22,38;17,24;6,93;2,26;0,66;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Urbana;Total;197,87;210,75;237,55;236,76;257,07;255,63;;;257,07;255,63;5,76;12,41;16,69;17,81;18,23;13,75;8,91;4,28;1,61;0,54;2,67;8,25;14,49;19,42;18,03;14,97;10,76;6,67;3,13;1,24;0,36;26,91;16,16;16,6;15,91;11,95;7,78;3,55;1,09;0,04;21,83;20,55;20,17;16,68;10,89;5,87;2,6;1,04;0,28;0,09;28,58;16,24;17,8;16,06;11,47;6,62;2,5;0,69;0,05;26,9;22,01;20,63;15,46;8,19;4,05;1,47;0,77;0,47;0,07;0;;;;;;;;;;;;;;;;;;;;;28,58;16,24;17,8;16,06;11,47;6,62;2,5;0,69;0,05;26,9;22,01;20,63;15,46;8,19;4,05;1,47;0,77;0,47;0,07;0
14;Roraima;Total - Federal, Estadual e Municipal;Rural;Capital;193,89;205,27;218,04;212,87;227,74;234,33;280,54;285,46;247,84;253,8;4,45;13,6;15,58;24,84;17,67;13,33;5,99;4,21;0,34;0;2,31;9,29;17,21;20,43;18,9;16,94;5,18;5,19;2,8;1,75;0;34,62;23,09;20,78;13,36;6,13;1,03;0,99;0;0;33,15;37,28;15,22;7,19;5,14;1,03;0;0,99;0;0;51,11;21,9;11,17;10,65;5,16;0;0;0;0;41,23;27,3;16,81;10,65;4,01;0;0;0;0;0;0;16,67;5,48;16,44;23,67;26,33;9,44;1,98;0;0;11,19;12,94;13,16;19,72;24,12;15,14;1,75;1,98;0;0;0;38;15,65;13,18;15,61;13,22;3,59;0,75;0;0;29,79;21,83;15,42;14,1;11,67;5,76;0,67;0,75;0;0;0
14;Roraima;Total - Federal, Estadual e Municipal;Rural;Interior;158,49;168,5;205,78;206,78;227,87;232,29;290,04;275,39;236,02;237,94;17,25;29,43;26,82;13,4;7,73;3,67;1,25;0,22;0,15;0,07;10,17;23,78;27,52;21,19;9,48;4,49;2,41;0,84;0,06;0,06;0;49,12;22,9;15,17;7,85;3,58;1,03;0,22;0,12;0;42,88;26,95;16,32;9,97;2,38;1,29;0,21;0;0;0;50,26;21,98;14,23;8,72;3,53;0,63;0,65;0;0;43,33;26,99;21,15;6,09;1,6;0,68;0,16;0;0;0;0;2,66;13,36;20,8;24,87;19,31;9,73;9,26;0;0;4,43;17,53;29,65;28,84;7,54;8,74;3,28;0;0;0;0;44,02;20,85;15,09;10,84;5,6;1,82;1,78;0;0;38,23;25,75;22,26;9,07;2,38;1,74;0,57;0;0;0;0
14;Roraima;Total - Federal, Estadual e Municipal;Rural;Total;163,69;173,9;206,4;207,09;227,86;232,49;287,1;278,5;237,59;240,05;15,37;27,11;25,17;15,08;9,19;5,09;1,95;0,81;0,18;0,06;9,01;21,65;26;21,08;10,86;6,32;2,82;1,48;0,46;0,31;0;48,39;22,91;15,46;8,13;3,71;1,03;0,26;0,11;0;42,39;27,47;16,27;9,83;2,52;1,28;0,2;0,05;0;0;50,35;21,97;13,93;8,91;3,69;0,57;0,59;0;0;43,13;27,02;20,72;6,54;1,84;0,61;0,14;0;0;0;0;6,99;10,93;19,46;24,5;21,48;9,64;7,01;0;0;6,52;16,11;24,56;26,02;12,66;10,72;2,81;0,61;0;0;0;43,22;20,16;14,84;11,47;6,61;2,06;1,64;0;0;37,11;25,23;21,35;9,74;3,62;2,28;0,58;0,1;0;0;0
14;Roraima;Total - Federal, Estadual e Municipal;Total;Capital;204,91;218,52;241,27;240,17;258,46;256,61;297,67;289,56;261,36;259,04;4,25;10,01;14,69;17,51;19,34;15,48;10,82;5,2;1,99;0,72;1,62;6,66;12,25;17,92;18,11;16,79;12,26;8,21;4,01;1,71;0,47;25,37;15,19;15,62;16,36;12,76;9,09;4,18;1,38;0,06;20,54;19,47;19,4;17,18;11,78;6,53;3,3;1,32;0,36;0,12;28,52;15,07;16,89;16,56;12,23;6,98;2,95;0,75;0,06;26,33;22,43;20,05;15,03;8,42;4,42;1,68;0,94;0,62;0,08;0;7,83;8,09;10,27;17,71;28,59;17,21;8,18;1,78;0,34;12,84;12,3;16,98;14,66;15,7;12,77;9,75;2,44;2,21;0,34;0;26,99;14,56;16,4;16,64;13,44;7,73;3,33;0,83;0,08;25,33;21,68;19,83;15,01;8,96;5,03;2,28;1,05;0,74;0,1;0
14;Roraima;Total - Federal, Estadual e Municipal;Total;Interior;170,17;180,42;215,07;215,6;239,34;241,62;277,41;267,17;242,99;244,07;12,83;23,31;24,01;16,9;12,03;6,84;2,61;1,12;0,32;0,03;7,41;17,28;23,69;22,65;14,49;7,86;4,5;1,65;0,42;0,06;0;41,04;21,23;17,32;10,88;6,21;2,32;0,82;0,18;0;35,02;25,85;19,06;12,28;4,89;2,4;0,4;0,07;0,03;0;40,06;21,8;17,51;10,79;5,8;2,79;0,97;0,29;0;36,65;23,59;21,78;11,77;4,32;1,48;0,41;0;0;0;0;10,19;16,56;20,97;22,22;16,26;6,8;7;0;0;12,48;19,78;25,69;25,69;7,42;6,11;2,82;0;0;0;0;37,2;21,3;17,84;11,89;6,8;3,17;1,55;0,27;0;34,34;23,23;22,15;13,1;4,61;1,93;0,64;0;0;0;0
14;Roraima;Total - Federal, Estadual e Municipal;Total;Total;191,68;204,02;230,61;230,17;252,65;252,05;290,24;281,35;255,68;254,42;7,52;15,08;18,24;17,28;16,56;12,19;7,69;3,64;1,35;0,45;3,82;10,7;16,6;19,72;16,73;13,39;9,3;5,71;2,65;1,08;0,29;31,75;17,65;16,31;14,13;10,09;6,34;2,82;0,89;0,03;26,43;22,07;19,26;15,19;8,98;4,85;2,12;0,81;0,22;0,07;32,03;17,12;17,08;14,8;10,27;5,71;2,35;0,61;0,04;29,46;22,78;20,58;14,04;7,17;3,53;1,3;0,65;0,43;0,06;0;8,7;11,2;14,19;19,37;24,06;13,39;7,75;1,13;0,22;12,71;15,05;20,18;18,71;12,66;10,33;7,21;1,55;1,4;0,22;0;30,14;16,64;16,85;15,17;11,39;6,32;2,78;0,65;0,05;28,11;22,16;20,54;14,42;7,62;4,07;1,77;0,73;0,51;0,07;0
14;Roraima;Total - Federal, Estadual e Municipal;Urbana;Capital;205,41;219,13;241,73;240,71;259,2;257,14;301,46;290,47;261,85;259,23;4,24;9,85;14,65;17,18;19,42;15,57;11,04;5,24;2,06;0,75;1,59;6,54;12,02;17,8;18,07;16,78;12,58;8,35;4,07;1,71;0,49;25,18;15,03;15,51;16,42;12,89;9,25;4,25;1,4;0,06;20,29;19,12;19,48;17,38;11,92;6,64;3,36;1,32;0,36;0,12;27,98;14,91;17,03;16,7;12,4;7,15;3,02;0,77;0,06;25,97;22,31;20,13;15,14;8,53;4,52;1,72;0,96;0,64;0,08;0;5,88;8,67;8,9;16,4;29,09;18,92;9,55;2,17;0,42;13,21;12,16;17,82;13,54;13,84;12,25;11,52;2,55;2,7;0,42;0;26,59;14,52;16,52;16,68;13,44;7,89;3,43;0,86;0,08;25,17;21,68;19,99;15,04;8,86;5,01;2,34;1,06;0,76;0,1;0
14;Roraima;Total - Federal, Estadual e Municipal;Urbana;Interior;178,33;188,75;225,55;225,53;250,39;250,61;248,16;248,14;250,26;250,46;9,75;19,04;22,05;19,34;15,03;9,05;3,55;1,75;0,44;0;5,49;12,75;21,01;23,66;17,99;10,21;5,96;2,21;0,67;0,05;0;31,94;19,34;19,75;14,3;9,17;3,77;1,5;0,24;0;26,15;24,62;22,14;14,89;7,73;3,65;0,62;0,15;0,06;0;30,23;21,63;20,66;12,79;7,98;4,86;1,27;0,58;0;30,22;20,32;22,38;17,24;6,93;2,26;0,66;0;0;0;0;27,63;23,98;21,35;16,08;9,21;0;1,75;0;0;31,14;25;16,52;18,42;7,16;0;1,75;0;0;0;0;30,08;21,77;20,7;12,98;8,05;4,58;1,3;0,54;0;30,27;20,59;22,03;17,31;6,94;2,12;0,73;0;0;0;0
