CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
1;Norte;Total - Estadual e Municipal;Total;Interior;185,83;194,95;239,9;237,02;256,2;253,66;275,42;265,1;256,62;253,91;8,84;18,4;18,77;17,46;14,94;10,7;6,24;3,1;1,17;0,38;4,98;13,76;18,76;20,59;16,65;11,43;7,28;3,95;1,81;0,59;0,2;21,62;18;19,47;17,02;12,81;7,45;2,9;0,7;0,03;20,35;21,35;21,35;16,94;11,27;5,71;2,14;0,65;0,19;0,04;28,24;17,85;18,35;16,15;10,92;5,98;2,1;0,4;0,01;26,79;23,15;21,15;15,57;8,11;3,44;1,23;0,41;0,12;0,03;0;13,5;13,92;20,55;21,68;17,81;8,56;3,3;0,59;0,09;15,25;20,82;25,34;21,45;10,34;4,95;1,52;0,23;0,11;0;0;27,92;17,76;18,4;16,28;11,07;6,03;2,12;0,41;0,01;26,53;23,1;21,24;15,7;8,16;3,47;1,24;0,4;0,12;0,02;0
1;Norte;Total - Estadual e Municipal;Total;Total;191,98;201,32;243,95;240;259,78;255,42;278,06;265,89;260,23;255,67;7,65;16,32;17,29;17,03;15,62;12,15;7,59;4,06;1,67;0,61;4,2;11,93;16,96;19,74;17,05;12,69;8,58;5,12;2,51;0,91;0,32;19,89;16,7;18,72;17,41;13,95;8,73;3,63;0,93;0,05;18,98;20,34;20,95;17,45;12,13;6,43;2,56;0,85;0,24;0,07;26,06;16,97;18,3;16,68;12,15;6,88;2,45;0,48;0,02;25,59;22,64;21,38;16,06;8,49;3,75;1,41;0,48;0,17;0,04;0;13,15;13,03;18,74;22,11;18,55;9,72;3,84;0,81;0,06;15,51;21,03;23,52;21,58;10,56;5,21;1,98;0,37;0,25;0;0;25,75;16,88;18,31;16,81;12,3;6,95;2,48;0,49;0,02;25,34;22,6;21,43;16,19;8,54;3,78;1,42;0,48;0,17;0,03;0
1;Norte;Total - Estadual e Municipal;Urbana;Capital;208,54;218,36;255,69;248,64;268,25;259,65;282,45;267,21;268,68;259,88;4,51;10,77;13,31;15,76;17,36;16,02;11,27;6,69;3,06;1,25;2,13;7,06;12,2;17,36;18,13;15,99;12,08;8,25;4,41;1,78;0,62;14,92;12,91;16,55;18,46;17,28;12,43;5,75;1,62;0,09;15,06;17,41;19,77;18,89;14,64;8,51;3,79;1,42;0,38;0,14;20,9;14,94;18,21;17,9;15,01;9,04;3,3;0,68;0,03;22,7;21,44;21,91;17,2;9,41;4,48;1,85;0,67;0,28;0,06;0;12,56;11,55;15,71;22,82;19,79;11,65;4,74;1,18;0;15,95;21,39;20,48;21,78;10,94;5,64;2,74;0,6;0,48;0;0;20,65;14,84;18,13;18,05;15,16;9,11;3,34;0,69;0,03;22,5;21,44;21,86;17,34;9,45;4,52;1,88;0,66;0,29;0,06;0
1;Norte;Total - Estadual e Municipal;Urbana;Interior;191,45;200,31;245,43;241,28;262,61;258,27;277,73;266,44;262,96;258,46;7,25;15,87;17,67;17,92;16,3;12,14;7,27;3,69;1,42;0,46;3,89;11,51;17,24;20,77;17,85;12,71;8,37;4,59;2,14;0,69;0,25;18,16;16,56;19,35;18,22;14,54;8,77;3,49;0,87;0,04;17,52;20,05;21,52;18,23;12,69;6,6;2,49;0,72;0,15;0,04;23,41;16,85;19,06;17,84;12,68;7,13;2,52;0,49;0,02;22,82;22,34;22,1;17,19;9,28;4,1;1,5;0,5;0,14;0,03;0;11,98;13,46;20,32;22,08;18,77;9,01;3,62;0,65;0,11;13,89;20,63;25,62;22,12;10,68;5,1;1,56;0,27;0,13;0;0;23,14;16,77;19,09;17,94;12,83;7,17;2,55;0,49;0,02;22,61;22,3;22,18;17,31;9,31;4,12;1,5;0,5;0,14;0,03;0
1;Norte;Total - Estadual e Municipal;Urbana;Total;197,14;206,32;248,76;243,66;264,63;258,76;279,71;266,76;265,02;258,97;6,34;14,17;16,22;17,2;16,65;13,43;8,61;4,69;1,97;0,72;3,31;10,03;15,56;19,63;17,94;13,8;9,6;5,81;2,89;1,05;0,37;17,11;15,38;18,44;18,3;15,43;9,96;4,22;1,12;0,06;16,72;19,19;20,95;18,45;13,32;7,22;2,91;0,94;0,23;0,07;22,51;16,16;18,75;17,86;13,52;7,81;2,8;0,56;0,02;22,78;22,02;22,03;17,19;9,32;4,23;1,63;0,56;0,19;0,04;0;12,22;12,66;18,39;22,39;19,2;10,11;4,09;0,87;0,06;14,75;20,95;23,47;21,98;10,79;5,33;2,06;0,41;0,28;0;0;22,24;16,07;18,74;17,98;13,67;7,87;2,84;0,57;0,02;22,57;21,99;22,06;17,32;9,36;4,26;1,64;0,56;0,2;0,04;0
1;Norte;Total - Federal, Estadual e Municipal;Rural;Capital;192;203,27;241,2;237,7;248,2;245,79;280,54;285,46;249,94;247,93;6,18;15,75;17,2;19,11;17,3;12,7;6,56;3,63;0,99;0,59;3,64;10,97;15,37;21,44;17,28;14;8,46;5,47;2,07;1,02;0,27;19,91;18,54;19,15;18,62;12,69;7,84;2,44;0,78;0,05;19,17;21,37;21,87;17,92;11,29;5,7;1,68;0,81;0,15;0,04;33,71;18,56;17,6;16,22;9,55;3,63;0,48;0,25;0;32,35;24;20,84;14,01;6,04;2,64;0,12;0;0;0;0;16,67;5,48;16,44;23,67;26,33;9,44;1,98;0;0;11,19;12,94;13,16;19,72;24,12;15,14;1,75;1,98;0;0;0;32,79;17,86;17,54;16,62;10,46;3,94;0,56;0,24;0;31,21;23,4;20,42;14,32;7,02;3,31;0,21;0,11;0;0;0
1;Norte;Total - Federal, Estadual e Municipal;Rural;Interior;169,43;179,32;225,23;225,75;233,88;237,6;281,66;274,73;236,2;239,41;13,49;25,78;21,99;16,13;10,95;6,48;3,24;1,36;0,45;0,14;8,16;20,33;23,2;20,07;13,14;7,71;4,11;2,06;0,85;0,3;0,08;30,8;21,82;19,79;13,84;8,22;3,94;1,35;0,22;0,02;27,86;24,81;20,9;13,52;7,49;3,36;1,23;0,48;0,29;0,05;45,06;21,33;15,87;10,29;4,79;1,96;0,6;0,09;0;40,59;25,98;17,87;9,94;4,07;1,16;0,28;0,08;0,04;0;0;12,5;12,33;17,04;20,1;20,17;11,44;5,33;1,08;0;13,86;16,26;22,77;20,39;11,72;9,13;4,81;0,84;0,24;0;0;43,48;20,9;15,93;10,76;5,54;2,42;0,83;0,14;0;39,29;25,51;18,1;10,45;4,44;1,54;0,5;0,11;0,05;0;0
1;Norte;Total - Federal, Estadual e Municipal;Rural;Total;171,19;181,18;226,03;226,35;234,41;237,91;281,61;275,17;236,71;239,73;12,93;25;21,61;16,36;11,44;6,96;3,5;1,54;0,49;0,17;7,81;19,6;22,59;20,17;13,46;8,2;4,45;2,32;0,94;0,36;0,09;30,25;21,66;19,76;14,08;8,44;4,14;1,4;0,25;0,02;27,42;24,64;20,95;13,74;7,68;3,48;1,25;0,49;0,28;0,05;44,63;21,23;15,94;10,51;4,97;2,02;0,6;0,1;0;40,28;25,9;17,98;10,1;4,14;1,21;0,28;0,07;0,04;0;0;12,67;12,05;17,02;20,25;20,43;11,36;5,19;1,03;0;13,74;16,12;22,37;20,36;12,23;9,38;4,68;0,89;0,23;0;0;43,08;20,78;15,99;10,98;5,72;2,48;0,82;0,14;0;38,99;25,43;18,19;10,6;4,54;1,61;0,49;0,11;0,04;0;0
1;Norte;Total - Federal, Estadual e Municipal;Total;Capital;207,72;217,58;255,48;248,74;268,43;260,08;298,3;289,36;270,44;262,05;4,59;11,01;13,5;15,93;17,35;15,86;11,04;6,54;2,96;1,21;2,21;7,26;12,36;17,58;18,09;15,89;11,89;8,1;4,28;1,73;0,6;15,03;13,06;16,56;18,41;17,11;12,33;5,74;1,67;0,09;15,12;17,44;19,75;18,78;14,54;8,48;3,8;1,46;0,45;0,19;20,97;14,88;18,07;17,81;14,95;9,1;3,43;0,75;0,04;22,69;21,33;21,77;17,13;9,36;4,57;1,94;0,75;0,35;0,11;0;8,01;8,18;12,38;17,68;22,46;18,76;9,85;2,62;0,06;10,12;14,08;16,92;19,02;15,33;10,73;8,35;2,88;2,22;0,34;0;20,1;14,43;17,69;17,8;15,46;9,75;3,86;0,87;0,04;21,85;20,84;21,44;17,26;9,76;4,98;2,37;0,9;0,47;0,13;0
1;Norte;Total - Federal, Estadual e Municipal;Total;Interior;185,83;194,95;239,9;237,02;256,2;253,66;290,02;279,39;258,29;255,25;8,84;18,4;18,77;17,46;14,94;10,7;6,24;3,1;1,17;0,38;4,98;13,76;18,76;20,59;16,65;11,43;7,28;3,95;1,81;0,59;0,2;21,62;18;19,47;17,02;12,81;7,45;2,9;0,7;0,03;20,35;21,35;21,35;16,94;11,27;5,71;2,14;0,65;0,19;0,04;28,24;17,85;18,35;16,15;10,92;5,98;2,1;0,4;0,01;26,79;23,15;21,15;15,57;8,11;3,44;1,23;0,41;0,12;0,03;0;9,36;10,49;15,63;20,28;20,37;14,68;7,3;1,8;0,09;11,64;14,79;21,8;21;14,5;9,93;4,35;1,45;0,48;0,06;0;27,07;17,39;18,18;16,41;11,51;6,51;2,42;0,49;0,02;25,85;22,63;21,19;15,91;8,51;3,84;1,42;0,47;0,14;0,03;0
1;Norte;Total - Federal, Estadual e Municipal;Total;Total;192,02;201,35;244,08;240,17;259,99;255,65;292,75;282,67;262,07;257,36;7,64;16,31;17,28;17,03;15,62;12,16;7,6;4,07;1,68;0,61;4,2;11,92;16,95;19,74;17,05;12,69;8,58;5,12;2,51;0,92;0,32;19,85;16,67;18,69;17,39;13,96;8,76;3,66;0,96;0,05;18,95;20,3;20,92;17,44;12,15;6,45;2,59;0,87;0,26;0,08;25,99;16,93;18,26;16,67;12,17;6,94;2,51;0,51;0,02;25,52;22,59;21,34;16,06;8,5;3,79;1,45;0,52;0,19;0,05;0;8,91;9,73;14,56;19,43;21,06;16,02;8,14;2,07;0,08;11,14;14,55;20,2;20,35;14,78;10,19;5,67;1,92;1,05;0,15;0;24,9;16,47;18,03;16,84;12,74;7,52;2,87;0,61;0,02;24,6;22,08;21,27;16,33;8,9;4,2;1,72;0,6;0,25;0,06;0
1;Norte;Total - Federal, Estadual e Municipal;Urbana;Capital;208,63;218,4;256,06;249,19;268,83;260,37;298,58;289,42;270,83;262,32;4,5;10,74;13,29;15,75;17,35;16,05;11,3;6,71;3,07;1,25;2,12;7,04;12,19;17,36;18,14;16;12,09;8,25;4,4;1,78;0,62;14,83;12,83;16,46;18,4;17,29;12,52;5,88;1,71;0,09;14,95;17,28;19,66;18,81;14,67;8,59;3,89;1,49;0,46;0,19;20,72;14,81;18,08;17,84;15,06;9,21;3,49;0,76;0,04;22,5;21,28;21,79;17,19;9,42;4,6;1,98;0,77;0,36;0,11;0;7,87;8,22;12,32;17,59;22,4;18,91;9,98;2,66;0,06;10,11;14,1;16,98;19,01;15,2;10,66;8,45;2,9;2,25;0,34;0;19,86;14,37;17,69;17,82;15,55;9,86;3,92;0,88;0,04;21,67;20,79;21,46;17,31;9,81;5,01;2,41;0,91;0,48;0,13;0
1;Norte;Total - Federal, Estadual e Municipal;Urbana;Interior;191,45;200,31;245,43;241,28;262,61;258,27;291,77;280,37;264,52;259,72;7,25;15,87;17,67;17,92;16,3;12,14;7,27;3,69;1,42;0,46;3,89;11,51;17,24;20,77;17,85;12,71;8,37;4,59;2,14;0,69;0,25;18,16;16,56;19,35;18,22;14,54;8,77;3,49;0,87;0,04;17,52;20,05;21,52;18,23;12,69;6,6;2,49;0,72;0,15;0,04;23,41;16,85;19,06;17,84;12,68;7,13;2,52;0,49;0,02;22,82;22,34;22,1;17,19;9,28;4,1;1,5;0,5;0,14;0,03;0;8,7;10,11;15,33;20,32;20,41;15,36;7,71;1,95;0,11;11,18;14,48;21,6;21,12;15,08;10,1;4,26;1,57;0,53;0,08;0;22,45;16,4;18,82;18;13,19;7,67;2,86;0,59;0,02;22,06;21,82;22,06;17,45;9,66;4,49;1,68;0,57;0,17;0,04;0
1;Norte;Total - Federal, Estadual e Municipal;Urbana;Total;197,18;206,34;248,9;243,86;264,86;259,03;294,28;283,7;266,81;260,66;6,33;14,16;16,21;17,19;16,65;13,44;8,62;4,7;1,97;0,72;3,3;10,02;15,55;19,63;17,94;13,8;9,61;5,81;2,89;1,05;0,37;17,07;15,34;18,41;18,28;15,44;9,99;4,27;1,15;0,06;16,68;19,14;20,91;18,42;13,34;7,25;2,94;0,97;0,25;0,09;22,44;16,11;18,71;17,84;13,54;7,88;2,87;0,59;0,02;22,71;21,95;21,98;17,19;9,33;4,28;1,67;0,6;0,22;0,06;0;8,4;9,41;14,22;19,31;21,14;16,67;8,55;2,21;0,09;10,79;14,34;19,9;20,35;15,13;10,31;5,8;2,06;1,16;0,17;0;21,51;15,67;18,41;17,94;14,05;8,46;3,25;0,69;0,03;21,92;21,45;21,85;17,4;9,71;4,68;1,95;0,7;0,28;0,07;0
2;Nordeste;Estadual;Rural;Capital;180,5;191,16;246,13;235,58;244,22;243,72;254,47;256,21;245,14;244,84;0;20;26,67;26,67;13,33;13,33;0;0;0;0;6,67;13,33;13,33;20;20;26,67;0;0;0;0;0;15,17;16,03;22,81;18,77;15,8;6,75;3,88;0,79;0;16,15;22,58;26,05;20,62;7,89;5,18;1,03;0,51;0;0;36,17;20,23;17,16;14,09;7,89;3,64;0,71;0,11;0;31,94;28,03;18,68;14,65;5,3;1,08;0,32;0;0;0;0;25,63;22,69;21,56;13,93;9,86;5,26;0;1,05;0;17,88;26,04;25,91;20,63;8,48;1,05;0;0;0;0;0;35,23;20,45;17,56;14,08;8,07;3,78;0,64;0,2;0;30,68;27,85;19,33;15,19;5,59;1,07;0,29;0;0;0;0
2;Nordeste;Estadual;Rural;Interior;174,56;184,68;239,26;237,15;250,06;251,13;277,96;273,6;252,44;253,05;12,89;23,75;20,36;14,75;13,04;7,84;3,59;2,5;0,72;0,56;7,31;18,67;21,49;19,84;15,05;7,86;4,44;2,62;1,88;0,51;0,31;24,66;16,85;17,93;15,46;12,5;7,67;3,47;1,35;0,1;23,22;18,87;20,02;16,15;11,27;6,25;2,84;0,8;0,41;0,17;33,65;17,9;17,19;14,49;9,67;4,92;1,85;0,3;0,03;30,51;22,79;19,72;14,28;7,22;3,12;1,47;0,59;0,21;0,1;0;15,25;13,17;17,45;18,75;17,64;11,68;4,92;1,09;0,07;14,83;18,78;21,25;17,76;12,68;8,08;4,02;1,74;0,65;0,21;0;32,09;17,5;17,21;14,86;10,35;5,49;2,11;0,37;0,04;29,18;22,45;19,85;14,57;7,69;3,54;1,68;0,69;0,25;0,11;0
2;Nordeste;Estadual;Rural;Total;174,62;184,75;239,71;237,05;249,89;250,92;277,23;273,06;252,22;252,8;12,75;23,71;20,43;14,87;13,05;7,89;3,55;2,47;0,72;0,56;7,31;18,61;21,41;19,84;15,1;8,06;4,4;2,59;1,86;0,51;0,31;24,04;16,79;18,25;15,68;12,72;7,61;3,5;1,32;0,09;22,76;19,11;20,41;16,44;11,05;6,18;2,72;0,79;0,38;0,16;33,73;17,97;17,18;14,48;9,62;4,88;1,82;0,29;0,03;30,55;22,94;19,69;14,29;7,17;3,06;1,43;0,57;0,2;0,1;0;15,57;13,47;17,58;18,6;17,4;11,48;4,76;1,09;0,07;14,92;19,01;21,4;17,85;12,55;7,86;3,89;1,68;0,63;0,2;0;32,18;17,58;17,22;14,83;10,28;5,44;2,07;0,36;0,03;29,22;22,61;19,84;14,59;7,62;3,47;1,64;0,67;0,24;0,1;0
2;Nordeste;Estadual;Total;Capital;199,3;206,57;244,57;237,02;266,88;259,07;291,1;278,42;270,1;261,64;6,27;14,09;14,19;17,31;17,5;13,53;8,69;5,04;2,52;0,87;3,88;8,77;14,48;20,34;19,75;13,96;8,8;6;2,67;0,9;0,46;22,62;14,22;16,15;16,81;14,83;9,76;4,3;1,25;0,07;23,24;18,6;19,02;16,66;11,99;6,55;2,7;0,9;0,26;0,08;23,59;13,85;16,31;17,41;14,85;9,41;3,66;0,87;0,05;24,46;21,16;20,54;16,44;9,48;4,61;2,05;0,79;0,36;0,11;0;11,81;8,5;13;19,12;20,91;16,19;8,22;2,11;0,15;14,14;16,04;19,86;18,73;13,61;8,97;5,02;2,34;1,11;0,17;0;22,03;13,14;15,87;17,64;15,65;10,31;4,27;1,03;0,06;23,09;20,48;20,45;16,74;10,03;5,19;2,44;1;0,46;0,12;0
2;Nordeste;Estadual;Total;Interior;192,55;202,03;248,45;243,97;260,44;258,99;287,45;282,39;263,44;261,58;7,32;16,73;16,81;16,57;16,13;12,24;7,48;4,51;1,72;0,49;3,57;11,54;16,67;19,77;18,01;13,58;8,6;5,01;2,21;0,7;0,33;19,75;14,3;16,49;16,92;15,65;10,57;4,88;1,38;0,06;18,84;17,68;19,35;17,45;13,36;8,07;3,46;1,28;0,38;0,13;26,65;15,94;17,39;16,66;12,81;7,2;2,74;0,58;0,04;24,65;21,3;20,5;16,14;9,38;4,61;2,06;0,9;0,36;0,11;0;13,06;10,11;14,52;18,12;19,22;15,25;7,53;2,07;0,14;13,61;15,68;18,13;18,28;13,75;9,39;6,04;3,19;1,46;0,46;0,01;25,14;15,29;17,07;16,82;13,52;8,09;3,27;0,74;0,05;23,43;20,67;20,24;16,38;9,86;5,14;2,5;1,16;0,48;0,15;0
2;Nordeste;Estadual;Total;Total;195,04;203,71;246,89;241,18;261,58;259;288,21;281,57;264,64;261,59;6,94;15,75;15,84;16,84;16,64;12,72;7,93;4,71;2,01;0,63;3,68;10,51;15,86;19,98;18,65;13,72;8,67;5,38;2,38;0,78;0,38;20,91;14,27;16,35;16,88;15,32;10,24;4,64;1,33;0,06;20,6;18,05;19,22;17,13;12,81;7,46;3,16;1,13;0,34;0,11;26,11;15,57;17,2;16,79;13,17;7,59;2,9;0,63;0,04;24,62;21,27;20,51;16,19;9,39;4,61;2,06;0,88;0,36;0,11;0;12,8;9,77;14,2;18,32;19,57;15,44;7,67;2,07;0,14;13,72;15,75;18,49;18,37;13,72;9,3;5,83;3,01;1,38;0,4;0,01;24,58;14,9;16,85;16,97;13,91;8,49;3,45;0,79;0,05;23,37;20,64;20,28;16,44;9,89;5,15;2,49;1,13;0,47;0,14;0
2;Nordeste;Estadual;Urbana;Capital;199,34;206,61;244,55;237,03;267,17;259,26;291,4;278,6;270,39;261,84;6,29;14,07;14,15;17,29;17,51;13,53;8,72;5,05;2,53;0,87;3,87;8,76;14,48;20,34;19,74;13,93;8,82;6,02;2,67;0,91;0,46;22,69;14,2;16,09;16,8;14,82;9,78;4,3;1,25;0,07;23,3;18,57;18,96;16,63;12,03;6,56;2,71;0,91;0,27;0,08;23,43;13,77;16,3;17,45;14,93;9,49;3,7;0,88;0,05;24,37;21,07;20,56;16,46;9,53;4,65;2,07;0,8;0,36;0,12;0;11,7;8,38;12,93;19,16;21;16,28;8,29;2,11;0,15;14,11;15,96;19,82;18,71;13,65;9,03;5,06;2,36;1,11;0,18;0;21,87;13,05;15,85;17,68;15,74;10,39;4,31;1,04;0,06;23;20,39;20,46;16,76;10,08;5,23;2,47;1,01;0,46;0,12;0
2;Nordeste;Estadual;Urbana;Interior;195,55;204,93;249,27;244,58;261,43;259,73;288,1;283;264,45;262,37;6,4;15,56;16,22;16,87;16,64;12,98;8,13;4,85;1,88;0,47;2,94;10,35;15,87;19,76;18,5;14,53;9,29;5,41;2,26;0,73;0,34;19,32;14,07;16,36;17,05;15,93;10,83;5;1,39;0,05;18,45;17,58;19,3;17,56;13,54;8,23;3,52;1,32;0,38;0,12;25,98;15,75;17,41;16,86;13,11;7,42;2,82;0,6;0,04;24,1;21,16;20,57;16,31;9,58;4,75;2,11;0,93;0,37;0,11;0;12,91;9,89;14,31;18,07;19,33;15,49;7,71;2,13;0,15;13,52;15,46;17,92;18,32;13,83;9,48;6,18;3,29;1,51;0,48;0,01;24,5;15,09;17,06;17;13,82;8,33;3,38;0,78;0,05;22,9;20,51;20,27;16,54;10,06;5,29;2,58;1,2;0,5;0,15;0
2;Nordeste;Estadual;Urbana;Total;197,09;205,61;247,29;241,41;262,51;259,64;288,82;282,04;265,59;262,27;6,35;14,95;15,38;17,04;17;13,2;8,37;4,93;2,14;0,63;3,32;9,7;15,31;19,99;19,01;14,29;9,1;5,66;2,43;0,8;0,39;20,73;14,13;16,25;16,94;15,46;10,39;4,71;1,33;0,06;20,49;17,99;19,15;17,17;12,91;7,53;3,18;1,15;0,33;0,1;25,5;15,38;17,2;16,98;13,46;7,81;2,99;0,65;0,04;24,15;21,14;20,57;16,34;9,57;4,73;2,11;0,91;0,37;0,11;0;12,64;9,56;14,01;18,31;19,7;15,66;7,83;2,13;0,15;13,65;15,57;18,33;18,4;13,79;9,38;5,94;3,09;1,43;0,41;0,01;24;14,7;16,82;17,13;14,19;8,73;3,55;0,83;0,06;22,92;20,49;20,31;16,58;10,07;5,28;2,56;1,16;0,49;0,15;0
2;Nordeste;Federal;Rural;Capital;;;;;;;277,9;264,48;277,9;264,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,74;20,9;16,06;11,04;22,95;11,3;2,51;2,51;0;21,77;15,12;27,36;21,32;4,46;7,09;1,19;0;1,69;0;0;12,74;20,9;16,06;11,04;22,95;11,3;2,51;2,51;0;21,77;15,12;27,36;21,32;4,46;7,09;1,19;0;1,69;0;0
2;Nordeste;Federal;Rural;Interior;;;;;273,5;264,06;296,26;288,23;294,29;286,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,04;16,92;14,84;15,78;21,43;12,41;1,6;0;0;20,47;16,18;20,5;22,31;13,97;3,66;2,91;0;0;0;0;9,19;8,25;12,8;18,9;19,84;17,2;11,98;1,73;0,11;11,13;12,86;16,69;19,98;15,47;11,32;8,59;3,1;0,74;0,13;0;9,87;9;12,98;18,63;19,98;16,79;11,08;1,58;0,1;11,94;13,15;17,02;20,18;15,34;10,66;8,09;2,83;0,68;0,12;0
2;Nordeste;Federal;Rural;Total;;;;;273,5;264,06;295,58;287,35;293,74;285,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,04;16,92;14,84;15,78;21,43;12,41;1,6;0;0;20,47;16,18;20,5;22,31;13,97;3,66;2,91;0;0;0;0;9,32;8,72;12,92;18,61;19,96;16,99;11,62;1,76;0,1;11,52;12,94;17,08;20,03;15,06;11,16;8,31;2,99;0,77;0,13;0;9,97;9,41;13,08;18,37;20,08;16,6;10,78;1,61;0,09;12,27;13,21;17,37;20,22;14,97;10,53;7,86;2,74;0,71;0,12;0
2;Nordeste;Federal;Total;Capital;242,95;245,85;317,2;333,85;334,46;349,97;312,73;311,15;316,03;317,05;1,72;0,87;7,77;6;14,52;28,47;15,85;15,4;6,84;2,55;2,17;2,18;5,15;7,28;11,57;25,91;17,08;14,94;8,52;4,33;0,87;1,31;1,01;2,75;9;11,22;28,53;28,81;15,91;1,47;0,59;0,25;3,32;5,51;13,97;21,91;14,92;16,52;12,95;10,06;1,62;2,29;5,8;9,27;15,81;24,35;26,86;10,04;3,96;3,99;3,4;6;6,72;11,15;16,85;16,7;8,27;15,64;11,09;0,18;6,9;4,32;9,34;13,66;19,16;22,72;15,25;7,97;0,68;7,74;7,72;13,24;15,48;15,22;13,64;10,61;10,04;4,86;1,44;0;6,1;4,01;8,8;13;18,65;22,97;17,02;8,28;1,18;7,17;7,06;12,14;14,15;14,6;14,13;11,54;9,77;6,5;2,91;0,03
2;Nordeste;Federal;Total;Interior;234,52;241,26;279,56;267,33;294,7;290,4;305,69;301,36;305,21;300,88;0;0;6,25;25;12,5;18,75;18,75;6,25;6,25;6,25;0;0;6,25;6,25;31,25;12,5;31,25;0;12,5;0;0;4,44;9,9;14,25;13,92;18,32;23,83;8,39;6,96;0;14,34;10,13;13,9;19,57;9,69;14,25;12,65;4,1;1,37;0;10,5;8,66;14,15;14,76;22,23;18,22;8,32;3,15;0;9,76;14,06;16,16;19,91;16,47;9,02;8,36;3,27;2,88;0,13;0;6,59;6,11;10,73;16,64;21,7;21,28;12,93;3,78;0,25;7,76;9,52;14,83;17,88;16,62;14,27;10,73;5,65;2,02;0,73;0;6,76;6,22;10,88;16,56;21,72;21,14;12,73;3,75;0,23;7,84;9,72;14,89;17,97;16,61;14,04;10,63;5,54;2,05;0,7;0
2;Nordeste;Federal;Total;Total;242,01;245,34;312,04;324,73;310,03;313,37;306,66;302,71;306,86;303,35;1,53;0,77;7,6;8,13;14,3;27,38;16,18;14,38;6,77;2,97;1,93;1,93;5,27;7,17;13,77;24,41;18,66;13,27;8,96;3,85;0,77;1,74;2,23;4,32;9,67;12,19;27,88;26,01;14,68;1,27;2,48;1,6;4,77;7,44;13,38;20,86;14,61;14,81;11,37;8,68;7,08;6,2;10,93;12,64;19,75;20,59;15,47;5,81;1,53;7,53;9,95;12,24;14,82;14,42;12,04;11,57;5,2;7,8;4,35;0,07;6,64;5,86;10,54;16,23;21,34;21,48;13,25;4,35;0,3;7,75;9,27;14,61;17,55;16,43;14,18;10,71;6,25;2,41;0,83;0;6,66;5,88;10,56;16,01;21,25;21,42;13,39;4,44;0,38;7,74;9,31;14,47;17,39;16,31;14,05;10,77;6,19;2,73;1,04;0
